ID,学历,身高,购车,月薪,住房,体重,星座,民族,属相,血型,年龄,婚姻,文件名
19661435,大专,172cm,--,2000～5000元,暂未购房,50公斤,魔羯座,汉族,龙,--,41岁,未婚,打开页面自动推荐 男 43岁 20k-50k.xlsx
11684287,本科,162cm,--,10000～20000元,需要时购置,--,狮子座,汉族,牛,--,33岁,未婚,打开页面自动推荐 男 43岁 20k-50k.xlsx
182917614,本科,160cm,暂未购车,10000～20000元,与父母同住,--,双子座,汉族,猪,AB型,23岁,未婚,打开页面自动推荐 男 43岁 20k-50k.xlsx
182873742,本科,170cm,--,5000～10000元,--,--,水瓶座,--,鼠,--,34岁,未婚,打开页面自动推荐 男 43岁 20k-50k.xlsx
182873308,本科,170cm,--,5000～10000元,--,--,金牛座,--,鼠,--,34岁,未婚,打开页面自动推荐 男 43岁 20k-50k.xlsx
182843542,硕士,165cm,暂未购车,2000元以下,暂未购房,--,处女座,汉族,马,A型,28岁,未婚,打开页面自动推荐 男 43岁 20k-50k.xlsx
182822353,本科,170cm,--,5000～10000元,--,--,双子座,--,牛,--,33岁,未婚,打开页面自动推荐 男 43岁 20k-50k.xlsx
169627151,本科,165cm,--,5000～10000元,与父母同住,--,白羊座,--,猪,AB型,35岁,未婚,打开页面自动推荐 男 43岁 20k-50k.xlsx
127048844,大专,164cm,暂未购车,5000～10000元,暂未购房,--,巨蟹座,汉族,鼠,B型,34岁,未婚,打开页面自动推荐 男 43岁 20k-50k.xlsx
12505309,本科,154cm,暂未购车,5000～10000元,独自租房,46公斤,水瓶座,汉族,狗,A型,35岁,"离异,无小孩",打开页面自动推荐 男 43岁 20k-50k.xlsx
12239431,本科,169cm,暂未购车,2000～5000元,暂未购房,60公斤,天秤座,蒙古族,蛇,O型,41岁,未婚,打开页面自动推荐 男 43岁 20k-50k.xlsx
4124894,硕士,160cm,暂未购车,10000～20000元,暂未购房,50公斤,水瓶座,汉族,羊,O型,39岁,未婚,打开页面自动推荐 男 43岁 20k-50k.xlsx
1838821,本科,165cm,暂未购车,10000～20000元,与父母同住,51公斤,处女座,汉族,兔,A型,43岁,未婚,打开页面自动推荐 男 43岁 20k-50k.xlsx
1626814,本科,160cm,暂未购车,5000～10000元,已购房（有贷款）,55公斤,双子座,汉族,羊,--,39岁,未婚,打开页面自动推荐 男 43岁 20k-50k.xlsx
1267163,大专,155cm,暂未购车,5000～10000元,与人合租,50公斤,天蝎座,汉族,羊,AB型,39岁,未婚,打开页面自动推荐 男 43岁 20k-50k.xlsx
182294143,硕士,169cm,--,5000～10000元,--,--,水瓶座,汉族,狗,--,35岁,"离异,无小孩",打开页面自动推荐 男 43岁 20k-50k.xlsx
1026192,硕士,165cm,暂未购车,5000～10000元,住单位房,56公斤,双子座,汉族,龙,--,42岁,未婚,打开页面自动推荐 男 43岁 20k-50k.xlsx
182289712,本科,170cm,--,5000～10000元,--,--,巨蟹座,--,虎,--,32岁,未婚,打开页面自动推荐 男 43岁 20k-50k.xlsx
182282857,硕士,174cm,--,5000～10000元,--,--,白羊座,--,羊,--,27岁,未婚,打开页面自动推荐 男 43岁 20k-50k.xlsx
182273287,本科,162cm,--,5000～10000元,--,--,金牛座,--,马,--,28岁,未婚,打开页面自动推荐 男 43岁 20k-50k.xlsx
182267958,本科,164cm,--,5000～10000元,--,--,天蝎座,--,蛇,--,29岁,未婚,打开页面自动推荐 男 43岁 20k-50k.xlsx
182236350,本科,170cm,--,5000～10000元,--,--,巨蟹座,--,兔,--,31岁,未婚,打开页面自动推荐 男 43岁 20k-50k.xlsx
182198724,本科,175cm,暂未购车,5000～10000元,暂未购房,--,白羊座,汉族,马,O型,28岁,未婚,打开页面自动推荐 男 43岁 20k-50k.xlsx
179776898,博士,167cm,暂未购车,10000～20000元,独自租房,--,魔羯座,汉族,猪,保密,34岁,未婚,打开页面自动推荐 男 43岁 20k-50k.xlsx
165773263,本科,166cm,暂未购车,5000～10000元,已购房（无贷款）,50公斤,双子座,--,龙,--,30岁,未婚,打开页面自动推荐 男 43岁 20k-50k.xlsx
153266596,本科,163cm,暂未购车,10000～20000元,暂未购房,--,处女座,汉族,鼠,AB型,34岁,未婚,打开页面自动推荐 男 43岁 20k-50k.xlsx
145660846,硕士,158cm,暂未购车,5000～10000元,暂未购房,--,天秤座,汉族,龙,A型,30岁,未婚,打开页面自动推荐 男 43岁 20k-50k.xlsx
111084824,硕士,160cm,暂未购车,10000～20000元,住单位房,--,白羊座,汉族,蛇,--,29岁,未婚,打开页面自动推荐 男 43岁 20k-50k.xlsx
183031692,本科,165cm,暂未购车,2000元以下,暂未购房,45公斤,射手座,汉族,牛,B型,20岁,未婚,打开页面自动推荐 男 37岁 5k-10k.xlsx
169918742,本科,163cm,--,10000～20000元,--,50公斤,巨蟹座,汉族,马,O型,28岁,未婚,打开页面自动推荐 男 37岁 5k-10k.xlsx
161788869,本科,162cm,--,2000～5000元,--,50公斤,金牛座,汉族,牛,A型,21岁,未婚,打开页面自动推荐 男 37岁 5k-10k.xlsx
151939601,本科,168cm,暂未购车,10000～20000元,暂未购房,--,白羊座,汉族,鼠,B型,34岁,未婚,打开页面自动推荐 男 37岁 5k-10k.xlsx
144647202,本科,166cm,暂未购车,5000～10000元,暂未购房,--,狮子座,汉族,蛇,B型,29岁,未婚,打开页面自动推荐 男 37岁 5k-10k.xlsx
39707168,本科,179cm,需要时购置,10000～20000元,需要时购置,65公斤,射手座,汉族,龙,B型,29岁,未婚,打开页面自动推荐 男 37岁 5k-10k.xlsx
32089872,硕士,158cm,暂未购车,5000～10000元,暂未购房,--,天蝎座,汉族,鼠,B型,34岁,未婚,打开页面自动推荐 男 37岁 5k-10k.xlsx
27095260,大专,163cm,暂未购车,5000～10000元,已购房（有贷款）,52公斤,水瓶座,汉族,狗,O型,35岁,未婚,打开页面自动推荐 男 37岁 5k-10k.xlsx
24871677,硕士,162cm,暂未购车,5000～10000元,与人合租,52公斤,天蝎座,汉族,牛,B型,33岁,未婚,打开页面自动推荐 男 37岁 5k-10k.xlsx
183487783,本科,170cm,--,5000～10000元,--,--,巨蟹座,--,牛,--,33岁,未婚,打开页面自动推荐 男 37岁 5k-10k.xlsx
183452248,本科,170cm,--,5000～10000元,--,--,金牛座,--,狗,--,36岁,未婚,打开页面自动推荐 男 37岁 5k-10k.xlsx
183451858,本科,165cm,--,5000～10000元,--,--,射手座,--,猪,--,22岁,未婚,打开页面自动推荐 男 37岁 5k-10k.xlsx
182843542,硕士,165cm,暂未购车,2000元以下,暂未购房,--,处女座,汉族,马,A型,28岁,未婚,打开页面自动推荐 男 37岁 5k-10k.xlsx
100391661,本科,175cm,已购车（经济型）,10000～20000元,暂未购房,--,狮子座,汉族,鼠,B型,34岁,未婚,打开页面自动推荐 男 37岁 5k-10k.xlsx
95903463,本科,171cm,暂未购车,5000～10000元,暂未购房,54公斤,射手座,汉族,牛,A型,32岁,未婚,打开页面自动推荐 男 37岁 5k-10k.xlsx
31064482,本科,166cm,暂未购车,5000～10000元,暂未购房,50公斤,狮子座,汉族,兔,O型,31岁,未婚,打开页面自动推荐 男 37岁 5k-10k.xlsx
18619716,本科,165cm,已经购车,5000～10000元,已购房（有贷款）,55公斤,巨蟹座,汉族,兔,A型,31岁,未婚,打开页面自动推荐 男 37岁 5k-10k.xlsx
18521428,本科,160cm,已经购车,2000～5000元,与父母同住,60公斤,双鱼座,汉族,牛,B型,33岁,未婚,打开页面自动推荐 男 37岁 5k-10k.xlsx
18124686,本科,170cm,暂未购车,5000～10000元,暂未购房,57公斤,狮子座,汉族,鼠,B型,34岁,未婚,打开页面自动推荐 男 37岁 5k-10k.xlsx
18081301,大专,164cm,暂未购车,5000～10000元,已购住房,--,双鱼座,汉族,鸡,B型,37岁,"离异,有小孩归自己",打开页面自动推荐 男 37岁 5k-10k.xlsx
17831114,硕士,156cm,暂未购车,10000～20000元,暂未购房,42公斤,天秤座,汉族,狗,B型,36岁,未婚,打开页面自动推荐 男 37岁 5k-10k.xlsx
12699307,大专,174cm,暂未购车,5000～10000元,暂未购房,67公斤,天蝎座,汉族,猪,B型,35岁,未婚,打开页面自动推荐 男 37岁 5k-10k.xlsx
183489235,本科,170cm,--,5000～10000元,--,--,白羊座,--,鸡,--,37岁,未婚,打开页面自动推荐 男 37岁 5k-10k.xlsx
183451299,本科,160cm,--,5000～10000元,--,--,天秤座,--,鸡,--,25岁,未婚,打开页面自动推荐 男 37岁 5k-10k.xlsx
182328647,大专,162cm,已经购车,5000～10000元,已购房（无贷款）,50公斤,双子座,汉族,龙,B型,30岁,"离异,无小孩",打开页面自动推荐 男 37岁 5k-10k.xlsx
167986484,本科,160cm,--,5000～10000元,--,48公斤,射手座,汉族,猴,A型,25岁,未婚,打开页面自动推荐 男 37岁 5k-10k.xlsx
150550152,本科,163cm,暂未购车,5000～10000元,独自租房,--,巨蟹座,汉族,兔,A型,31岁,未婚,打开页面自动推荐 男 37岁 5k-10k.xlsx
143122749,硕士,165cm,需要时购置,5000～10000元,需要时购置,51公斤,水瓶座,汉族,鼠,O型,33岁,未婚,打开页面自动推荐 男 37岁 5k-10k.xlsx
104324074,本科,160cm,已购车（中档型）,5000～10000元,与父母同住,50公斤,白羊座,汉族,猴,B型,26岁,"离异,有小孩归对方",打开页面自动推荐 男 37岁 5k-10k.xlsx
88527434,本科,158cm,已经购车,2000～5000元,已购住房,--,双子座,汉族,龙,B型,30岁,"离异,无小孩",打开页面自动推荐 男 37岁 5k-10k.xlsx
27478733,大专,165cm,暂未购车,5000～10000元,独自租房,55公斤,天蝎座,汉族,鼠,B型,34岁,未婚,打开页面自动推荐 男 37岁 5k-10k.xlsx
26892301,大专,158cm,暂未购车,2000～5000元,独自租房,49公斤,射手座,汉族,鸡,其它,36岁,未婚,打开页面自动推荐 男 37岁 5k-10k.xlsx
23307861,大专,166cm,暂未购车,5000～10000元,暂未购房,49公斤,金牛座,汉族,猪,O型,35岁,未婚,打开页面自动推荐 男 37岁 5k-10k.xlsx
29184098,大专,156cm,暂未购车,5000～10000元,暂未购房,45公斤,天蝎座,汉族,兔,O型,31岁,未婚,打开页面自动推荐 男 37岁 5k-10k.xlsx
28660505,大专,166cm,--,2000～5000元,--,--,狮子座,--,兔,--,31岁,未婚,打开页面自动推荐 男 37岁 5k-10k.xlsx
28071164,本科,172cm,--,2000～5000元,--,--,水瓶座,--,兔,--,30岁,未婚,打开页面自动推荐 男 37岁 5k-10k.xlsx
27907202,本科,165cm,暂未购车,2000～5000元,暂未购房,--,处女座,汉族,猪,B型,35岁,未婚,打开页面自动推荐 男 37岁 5k-10k.xlsx
27375739,大专,162cm,已购车（经济型）,5000～10000元,与人合租,50公斤,双鱼座,汉族,龙,AB型,30岁,未婚,打开页面自动推荐 男 37岁 5k-10k.xlsx
26224578,大专,160cm,暂未购车,2000～5000元,与父母同住,--,狮子座,汉族,牛,B型,33岁,未婚,打开页面自动推荐 男 37岁 5k-10k.xlsx
26161656,本科,165cm,暂未购车,10000～20000元,已购住房,--,魔羯座,汉族,鼠,O型,33岁,未婚,打开页面自动推荐 男 37岁 5k-10k.xlsx
25455809,本科,160cm,暂未购车,2000～5000元,与父母同住,--,白羊座,汉族,鼠,B型,34岁,未婚,打开页面自动推荐 男 37岁 5k-10k.xlsx
23886361,硕士,160cm,已经购车,5000～10000元,暂未购房,--,巨蟹座,回族,牛,O型,33岁,未婚,打开页面自动推荐 男 37岁 5k-10k.xlsx
23724969,本科,162cm,已经购车,5000～10000元,与父母同住,46公斤,射手座,汉族,鼠,--,33岁,未婚,打开页面自动推荐 男 37岁 5k-10k.xlsx
23708367,大专,164cm,--,2000～5000元,住单位房,--,天秤座,--,猪,--,35岁,未婚,打开页面自动推荐 男 37岁 5k-10k.xlsx
22193822,高中中专及以下,160cm,暂未购车,5000～10000元,与父母同住,65公斤,天秤座,汉族,龙,保密,30岁,未婚,打开页面自动推荐 男 37岁 5k-10k.xlsx
21820952,本科,158cm,暂未购车,2000～5000元,暂未购房,--,水瓶座,汉族,狗,--,36岁,未婚,打开页面自动推荐 男 37岁 5k-10k.xlsx
20764318,本科,160cm,暂未购车,5000～10000元,独自租房,46公斤,天秤座,汉族,鼠,A型,34岁,未婚,打开页面自动推荐 男 37岁 5k-10k.xlsx
183367040,本科,173cm,--,2000～5000元,--,--,天蝎座,--,狗,--,24岁,未婚,打开页面自动推荐 男 37岁 5k-10k.xlsx
183366532,本科,168cm,--,5000～10000元,--,--,射手座,--,蛇,--,28岁,未婚,打开页面自动推荐 男 37岁 5k-10k.xlsx
183366479,大专,168cm,--,5000～10000元,--,--,双子座,--,鸡,--,25岁,未婚,打开页面自动推荐 男 37岁 5k-10k.xlsx
183366419,大专,170cm,--,2000～5000元,--,--,双子座,--,狗,--,24岁,未婚,打开页面自动推荐 男 37岁 5k-10k.xlsx
183324110,本科,165cm,--,5000～10000元,--,--,巨蟹座,--,马,--,28岁,未婚,打开页面自动推荐 男 37岁 5k-10k.xlsx
183300436,硕士,168cm,暂未购车,20000～50000元,已购房（无贷款）,--,处女座,--,牛,--,33岁,未婚,打开页面自动推荐 男 37岁 5k-10k.xlsx
183232074,本科,170cm,--,5000～10000元,--,--,双鱼座,--,兔,--,31岁,未婚,打开页面自动推荐 男 37岁 5k-10k.xlsx
179148995,硕士,165cm,单位用车,20000～50000元,住单位房,--,双鱼座,汉族,猪,O型,35岁,未婚,打开页面自动推荐 男 37岁 5k-10k.xlsx
17063334,本科,175cm,暂未购车,10000～20000元,暂未购房,--,双鱼座,汉族,牛,--,33岁,未婚,打开页面自动推荐 男 37岁 5k-10k.xlsx
11649534,本科,163cm,已购车（中档型）,5000～10000元,与父母同住,68公斤,天蝎座,汉族,猪,AB型,35岁,未婚,打开页面自动推荐 男 37岁 5k-10k.xlsx
3844750,本科,170cm,暂未购车,5000～10000元,与父母同住,60公斤,魔羯座,汉族,狗,--,35岁,"离异,无小孩",打开页面自动推荐 男 37岁 5k-10k.xlsx
3076478,大专,160cm,暂未购车,2000元以下,暂未购房,100公斤,金牛座,汉族,鼠,A型,34岁,未婚,打开页面自动推荐 男 37岁 5k-10k.xlsx
158003862,本科,165cm,--,5000～10000元,--,--,双子座,汉族,牛,A型,33岁,未婚,打开页面自动推荐 男 37岁 5k-10k.xlsx
156788004,大专,155cm,暂未购车,10000～20000元,独自租房,--,天蝎座,汉族,鸡,A型,37岁,未婚,打开页面自动推荐 男 37岁 5k-10k.xlsx
155547608,本科,175cm,--,5000～10000元,--,56公斤,狮子座,汉族,牛,--,33岁,"离异,无小孩",打开页面自动推荐 男 37岁 5k-10k.xlsx
152457318,本科,161cm,暂未购车,5000～10000元,与人合租,52公斤,魔羯座,汉族,虎,O型,31岁,未婚,打开页面自动推荐 男 37岁 5k-10k.xlsx
144174441,本科,160cm,暂未购车,5000～10000元,与人合租,60公斤,魔羯座,汉族,虎,O型,31岁,未婚,打开页面自动推荐 男 37岁 5k-10k.xlsx
143652728,大专,158cm,暂未购车,5000～10000元,已购房（有贷款）,47公斤,金牛座,汉族,狗,O型,36岁,未婚,打开页面自动推荐 男 37岁 5k-10k.xlsx
143157405,本科,160cm,--,5000～10000元,--,--,金牛座,--,虎,--,32岁,未婚,打开页面自动推荐 男 37岁 5k-10k.xlsx
129020990,硕士,153cm,需要时购置,2000元以下,需要时购置,--,魔羯座,朝鲜族,狗,AB型,35岁,"离异,无小孩",打开页面自动推荐 男 37岁 5k-10k.xlsx
125735558,本科,162cm,暂未购车,5000～10000元,与人合租,46公斤,金牛座,汉族,牛,B型,33岁,未婚,打开页面自动推荐 男 37岁 5k-10k.xlsx
114866083,大专,154cm,暂未购车,5000～10000元,暂未购房,48公斤,天秤座,汉族,羊,其它,27岁,未婚,打开页面自动推荐 男 37岁 5k-10k.xlsx
114662527,本科,156cm,暂未购车,5000～10000元,与人合租,49公斤,天秤座,汉族,鼠,O型,34岁,未婚,打开页面自动推荐 男 37岁 5k-10k.xlsx
47502458,大专,163cm,暂未购车,5000～10000元,暂未购房,56公斤,水瓶座,汉族,狗,A型,36岁,"离异,有小孩归对方",打开页面自动推荐 男 37岁 5k-10k.xlsx
44854295,本科,164cm,需要时购置,2000～5000元,与父母同住,--,双鱼座,汉族,鸡,O型,37岁,未婚,打开页面自动推荐 男 37岁 5k-10k.xlsx
38611095,本科,160cm,--,5000～10000元,--,46公斤,天秤座,汉族,鸡,O型,37岁,未婚,打开页面自动推荐 男 37岁 5k-10k.xlsx
183314681,本科,166cm,--,5000～10000元,--,--,双子座,--,羊,--,27岁,未婚,打开页面自动推荐 男 37岁 5k-10k.xlsx
183297857,本科,170cm,--,5000～10000元,--,--,魔羯座,--,龙,--,29岁,未婚,打开页面自动推荐 男 37岁 5k-10k.xlsx
101096977,大专,164cm,已经购车,2000～5000元,已购房（无贷款）,--,巨蟹座,汉族,鼠,AB型,34岁,"离异,无小孩",打开页面自动推荐 男 37岁 5k-10k.xlsx
30906183,大专,160cm,暂未购车,2000～5000元,与父母同住,--,天蝎座,汉族,牛,O型,32岁,未婚,打开页面自动推荐 男 37岁 5k-10k.xlsx
27231500,硕士,165cm,暂未购车,10000～20000元,暂未购房,52公斤,白羊座,汉族,猪,B型,35岁,未婚,打开页面自动推荐 男 37岁 5k-10k.xlsx
24498536,本科,168cm,暂未购车,--,已购房（有贷款）,52公斤,狮子座,汉族,狗,B型,36岁,未婚,打开页面自动推荐 男 37岁 5k-10k.xlsx
22636958,本科,160cm,已购车（经济型）,10000～20000元,已购住房,48公斤,魔羯座,汉族,狗,O型,35岁,未婚,打开页面自动推荐 男 37岁 5k-10k.xlsx
22384308,本科,163cm,暂未购车,5000～10000元,暂未购房,--,水瓶座,汉族,狗,B型,36岁,未婚,打开页面自动推荐 男 37岁 5k-10k.xlsx
21991609,本科,165cm,暂未购车,10000～20000元,需要时购置,--,魔羯座,汉族,鸡,--,36岁,未婚,打开页面自动推荐 男 37岁 5k-10k.xlsx
19708206,本科,158cm,暂未购车,2000～5000元,住单位房,--,水瓶座,汉族,鸡,O型,37岁,未婚,打开页面自动推荐 男 37岁 5k-10k.xlsx
18699089,大专,161cm,--,5000～10000元,--,48公斤,射手座,汉族,鸡,O型,36岁,未婚,打开页面自动推荐 男 37岁 5k-10k.xlsx
12399799,大专,175cm,暂未购车,5000～10000元,与人合租,60公斤,双鱼座,回族,牛,A型,33岁,未婚,打开页面自动推荐 男 37岁 5k-10k.xlsx
183314521,本科,161cm,--,2000～5000元,--,--,射手座,--,鼠,--,21岁,未婚,打开页面自动推荐 男 37岁 5k-10k.xlsx
183308650,本科,160cm,--,2000～5000元,--,--,天蝎座,--,鼠,--,34岁,未婚,打开页面自动推荐 男 37岁 5k-10k.xlsx
183293887,本科,170cm,--,5000～10000元,--,--,双鱼座,--,鼠,--,33岁,未婚,打开页面自动推荐 男 37岁 5k-10k.xlsx
183250938,本科,170cm,--,5000～10000元,--,--,白羊座,--,猪,--,35岁,未婚,打开页面自动推荐 男 37岁 5k-10k.xlsx
183192736,高中中专及以下,165cm,--,5000～10000元,--,--,双鱼座,--,蛇,--,29岁,未婚,打开页面自动推荐 男 37岁 5k-10k.xlsx
170320941,硕士,175cm,暂未购车,5000～10000元,暂未购房,60公斤,双鱼座,汉族,猴,B型,26岁,未婚,打开页面自动推荐 男 37岁 5k-10k.xlsx
44071381,本科,164cm,暂未购车,10000～20000元,暂未购房,50公斤,白羊座,汉族,狗,B型,36岁,未婚,打开页面自动推荐 男 37岁 5k-10k.xlsx
32444184,本科,165cm,暂未购车,2000元以下,暂未购房,--,天蝎座,汉族,鸡,B型,37岁,"离异,无小孩",打开页面自动推荐 男 37岁 5k-10k.xlsx
24936046,本科,168cm,已经购车,5000～10000元,--,56公斤,金牛座,汉族,狗,--,36岁,未婚,打开页面自动推荐 男 37岁 5k-10k.xlsx
24545196,大专,168cm,暂未购车,5000～10000元,暂未购房,55公斤,天秤座,汉族,鼠,A型,34岁,未婚,打开页面自动推荐 男 37岁 5k-10k.xlsx
